    RA(°)      Dec      Pos      Distance(kpc)  
      8.00595     -74.0290      -127.66640       1.6410851
      8.00783     -73.7878      -119.97046       1.5209736
      8.02199     -72.7300      -77.637303       1.4299352
      8.02299     -75.2075      -151.25011       2.4974775
      8.02569     -74.2194      -133.04524       1.7495264
      8.02634     -73.0793      -91.909614       1.3688357
      8.03025     -73.3497      -103.29451       1.3827646
      8.03440     -70.9689      -36.337055       2.5829225
      8.09014     -73.7449      -118.84541       1.4816044
      8.10589     -74.4784      -139.60909       1.9082389
      8.11993     -74.4691      -139.49101       1.8989092
      8.12193     -72.2114      -59.429075       1.6337692
      8.14240     -74.1652      -132.27406       1.6903787
      8.16941     -69.4499      -23.882820       3.9531917
      8.19314     -70.1487      -27.876911       3.2932436
      8.20768     -72.6282      -72.976899       1.4107211
      8.21513     -73.6405      -115.53393       1.4079219
      8.21513     -74.4738      -140.14817       1.8842397
      8.22906     -73.1511      -94.976463       1.3081703
      8.23428     -73.9173      -125.43685       1.5270397
      8.23471     -70.4355      -29.833454       3.0238508
      8.24123     -74.4612      -140.03165       1.8701799
      8.24222     -72.0568      -54.380535       1.6990783
      8.24717     -73.7489      -119.72368       1.4430547
      8.24823     -70.5423      -30.666288       2.9249637
      8.24942     -70.3405      -28.984610       3.1086642
      8.26249     -72.9344      -85.388120       1.3138811
      8.26261     -72.6895      -75.134105       1.3738073
      8.26586     -72.0150      -53.142472       1.7209082
      8.26947     -74.6319      -143.65180       1.9925097
      8.27143     -74.7058      -145.02003       2.0493956
      8.29170     -72.9623      -86.556350       1.3012733
      8.30386     -73.9435      -126.66693       1.5244625
      8.30599     -72.3154      -61.448590       1.5282165
      8.32899     -72.9732      -86.975951       1.2889113
      8.33160     -73.4455      -108.05265       1.3164867
      8.33251     -73.2313      -98.618122       1.2816138
      8.33623     -71.9400      -50.805840       1.7554965
      8.34727     -74.0711      -130.83113       1.5877315
      8.34797     -75.1885      -152.65773       2.4363728
      8.34849     -73.2975      -101.61062       1.2839320
      8.36593     -73.9928      -128.57946       1.5374642
      8.36873     -73.1314      -94.100641       1.2671245
      8.37055     -71.4479      -40.780152       2.1210864
      8.38589     -73.6785      -117.75856       1.3777339
      8.38723     -70.0252      -25.989293       3.3825494
      8.39103     -74.3180      -137.67402       1.7395190
      8.39667     -74.1575      -133.57882       1.6308226
      8.41490     -71.0483      -34.854005       2.4493137
      8.41695     -73.4922      -110.32429       1.3050576
      8.41918     -72.3932      -63.313892       1.4573774
      8.42115     -73.9051      -126.08241       1.4760191
      8.42401     -71.8581      -48.277746       1.7939332
      8.42637     -73.9512      -127.62153       1.5000101
      8.43226     -72.2650      -59.050906       1.5243364
      8.43664     -72.3305      -61.110735       1.4862433
